UID,Name,Age,Weight,Height,WR,Rc Injury,Nat,Division,Club,Wage,Asking Price,Expires,Position,Sec. Position,Starts,Mins,Pas %,Asts/90,xA/90,Pr passes/90,OP-KP/90,Ch C/90,OP-Cr %,OP-Crs C/90,Conv %,xG-OP,ShT/90,Gls/90,Shots Outside Box/90,NP-xG/90,Gl Mst,xA,Tck/90,Tck R,Clr/90,K Tck/90,K Hdrs/90,Aer A/90,Hdr %,Hdrs W/90,Blk/90,Poss Won/90,Poss Lost/90,Sprints/90,Drb/90,Dist/90,Pres C/90,Pres A/90,Svt,Svp,Svh,xGP/90,Con/90,xSv %,Sv %
2002091383,Chris Pule,18,70 kg,184 cm,,-,RSA,DStv Premiership,Swallows,"€1,500 p/a",-,30/6/2027,GK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000146032,Zipho Mocheko,17,65 kg,175 cm,,Pulled ankle ligaments,RSA,DStv Premiership,Sundowns,"€1,500 p/a",-,30/6/2028,AM (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000280737,Lehlohonolo Lekhanya,17,74 kg,183 cm,,-,RSA,DStv Premiership,Swallows,"€1,500 p/a",-,30/6/2028,DM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002177727,Mpho Hlela,16,61 kg,175 cm,,-,RSA,DStv Premiership,Cape Town City,"€1,500 p/a",-,30/6/2029,D (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091278,Tshepo Ndlela,18,67 kg,175 cm,,-,RSA,DStv Premiership,Polokwane City,"€1,500 p/a",-,30/6/2027,D/WB (R),-,-,28,88%,-,-,-,-,-,-,-,-,-0.21,-,-,-,-,0,0,-,-,-,-,-,-,60%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149323,Dante Moloi,18,68 kg,178 cm,,-,RSA,DStv Premiership,Cape Town Spurs,"€13,750 p/a",-,30/6/2026,WB (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151359,Anele Van Rensburg,17,64 kg,173 cm,,-,RSA,DStv Premiership,Sekhukhune Utd,"€1,500 p/a",-,30/6/2028,M (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002180546,Nkosinathi Makola,16,60 kg,177 cm,,-,RSA,DStv Premiership,Swallows,"€1,500 p/a",-,30/6/2029,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149164,Isaac Isaacs,18,67 kg,180 cm,,-,RSA,DStv Premiership,AmaZulu,"€1,500 p/a",-,30/6/2028,AM (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002085360,Vladimir Mulenessa,18,73 kg,180 cm,,-,ANG,DStv Premiership,Orlando Pirates,"€1,500 p/a",-,30/6/2027,D (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002147694,Vusi Nkabinde,17,69 kg,177 cm,,-,RSA,DStv Premiership,Cape Town City,"€1,500 p/a",-,30/6/2028,"DM, M (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149317,Joseph Sithole,17,58 kg,167 cm,,Pulled ankle ligaments,ZIM,DStv Premiership,Cape Town Spurs,"€1,500 p/a",-,30/6/2028,AM (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002089461,Katlego Khoza,18,67 kg,174 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€1,500 p/a",-,30/6/2027,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151191,Thabiso Ndaba,17,66 kg,182 cm,,-,RSA,National First Division,Black Leopards,€900 p/a,-,30/6/2028,AM (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149176,Sabelo Khopotse,18,67 kg,178 cm,,-,RSA,DStv Premiership,AmaZulu,"€1,500 p/a",-,30/6/2028,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002150899,Shane Motaung,17,71 kg,182 cm,,-,RSA,National First Division,Hungry Lions,€900 p/a,-,30/6/2028,D (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149175,Sibusiso Nhlapo,18,64 kg,175 cm,,-,RSA,DStv Premiership,AmaZulu,"€1,500 p/a",-,30/6/2028,M (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151010,Kamohelo Cele,17,67 kg,178 cm,,-,RSA,National First Division,Richards Bay,€900 p/a,-,30/6/2028,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002150847,James Phillips,17,69 kg,184 cm,,Pulled calf muscle,RSA,National First Division,TS Galaxy,"€1,500 p/a",-,30/6/2028,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151261,Sibusiso Mabaso,17,66 kg,178 cm,,-,RSA,National First Division,Venda FC,"€6,000 p/a",-,30/6/2026,M (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002179481,Kyle Mabitsela,17,73 kg,186 cm,,-,RSA,DStv Premiership,Polokwane City,"€1,500 p/a",-,30/6/2029,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000175687,Kamogelo Sangweni,17,73 kg,185 cm,,-,RSA,National First Division,Casric Stars,"€6,000 p/a",-,30/6/2026,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002150081,Vusumuzi Nxumalo,17,73 kg,187 cm,,-,RSA,National First Division,JDR Stars,€900 p/a,-,30/6/2028,GK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091357,Sbonelo Masondo,18,77 kg,188 cm,,-,RSA,DStv Premiership,Stellenbosch FC,"€1,500 p/a",-,30/6/2027,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091396,Kutlwano Ngema,18,66 kg,175 cm,,-,RSA,DStv Premiership,Swallows,"€1,500 p/a",-,30/6/2027,AM (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151566,Thabang Notsi,16,60 kg,177 cm,,-,RSA,DStv Premiership,Kaizer Chiefs,"€1,500 p/a",-,30/6/2029,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002147376,Tumelo Lekhanya,18,69 kg,181 cm,,-,RSA,DStv Premiership,Orlando Pirates,"€1,500 p/a",-,30/6/2028,WB (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002089447,Xolani Mbhele,18,72 kg,184 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€1,500 p/a",-,30/6/2027,D (RL),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002089444,Luyanda Zwane,18,71 kg,180 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€1,500 p/a",-,30/6/2027,GK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002089468,Mbulelo Jacobs,18,72 kg,181 cm,,-,RSA,National First Division,AmaTuks,€900 p/a,-,30/6/2027,D (C),-,-,2,100%,-,-,-,-,-,-,-,-,0,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002147213,Richard Moses,17,69 kg,185 cm,,Tight calf,RSA,DStv Premiership,Stellenbosch FC,"€1,500 p/a",-,30/6/2028,GK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000246133,Nyiko Xulu,17,59 kg,171 cm,,-,RSA,DStv Premiership,Swallows,"€1,500 p/a",-,30/6/2028,M/AM (R),M (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149728,Njabulo Zuma,18,83 kg,200 cm,,-,RSA,DStv Premiership,Chippa Utd,"€1,500 p/a",-,30/6/2028,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091214,Ryan Shangase,18,70 kg,176 cm,,-,RSA,DStv Premiership,Chippa Utd,"€1,500 p/a",-,30/6/2027,D (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000192776,Lehlohonolo Maliehe,18,74 kg,183 cm,,-,RSA,DStv Premiership,Sundowns,"€1,500 p/a",-,30/6/2028,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002180489,Jason Motloung,17,72 kg,191 cm,,-,RSA,DStv Premiership,Sekhukhune Utd,"€1,500 p/a",-,30/6/2029,GK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002177730,Samuel Khoza,16,61 kg,178 cm,,-,RSA,DStv Premiership,Cape Town City,"€1,500 p/a",-,30/6/2029,AM (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002179279,Nhlakanipho Balakazi,16,68 kg,185 cm,,-,RSA,DStv Premiership,Chippa Utd,"€1,500 p/a",-,30/6/2029,GK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002147695,Lance Jacobs,17,79 kg,190 cm,,-,RSA,DStv Premiership,Cape Town City,"€1,500 p/a",-,30/6/2028,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002093028,Motebang Badboy,18,76 kg,187 cm,,-,RSA,DStv Premiership,Sekhukhune Utd,"€1,500 p/a",-,30/6/2027,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091351,Buhle Schoeman,18,74 kg,187 cm,,-,RSA,DStv Premiership,Milford FC,€900 p/a,-,30/6/2027,"AM (R), ST (C)",AM (R),-,20,78%,-,-,-,-,-,-,-,-,0,-,-,-,-,0,0,-,-,-,-,-,-,33%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149171,Thokozani Ntuli,17,60 kg,173 cm,,-,RSA,DStv Premiership,AmaZulu,"€1,500 p/a",-,30/6/2028,M (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149732,Karabo Vilakazi,17,63 kg,174 cm,,-,RSA,DStv Premiership,Chippa Utd,"€1,500 p/a",-,30/6/2028,M (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151107,Katlego Dlangalala,18,70 kg,179 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€1,500 p/a",-,30/6/2028,DM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002085371,Lerato Maluleke,19,75 kg,186 cm,,-,RSA,DStv Premiership,SuperSport Utd,"€1,500 p/a",-,30/6/2026,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002093024,Petros Hlatshwayo,19,76 kg,187 cm,,Sports hernia,RSA,DStv Premiership,Sekhukhune Utd,"€1,500 p/a",-,30/6/2026,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002177728,Sabelo Dladla,16,64 kg,178 cm,,-,RSA,DStv Premiership,Cape Town City,"€1,500 p/a",-,30/6/2029,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002089445,Ashley Masondo,18,74 kg,187 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€1,500 p/a",-,30/6/2027,GK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091204,Collen Diale,18,70 kg,184 cm,,-,RSA,DStv Premiership,Baroka,"€1,500 p/a",-,30/6/2027,M (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002179567,Yusuf Sithole,17,74 kg,186 cm,,-,RSA,DStv Premiership,Baroka,"€1,500 p/a",-,30/6/2029,D (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002179277,Kopano Davids,16,64 kg,179 cm,,-,RSA,DStv Premiership,Chippa Utd,"€1,500 p/a",-,30/6/2029,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091394,Motebang Makhobalo,18,73 kg,180 cm,,-,RSA,DStv Premiership,Swallows,"€1,500 p/a",-,30/6/2027,ST (C),-,-,36,73%,-,-,-,-,-,-,-,-,0,-,-,-,-,0,0.19,-,-,-,-,-,-,100%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002180496,Thabiso Nguse,16,55 kg,171 cm,,-,RSA,DStv Premiership,Sekhukhune Utd,"€1,500 p/a",-,30/6/2029,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149177,Jaud Ekangamene,17,73 kg,190 cm,,-,RSA,DStv Premiership,AmaZulu,"€1,500 p/a",-,30/6/2028,AM (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002177067,Thapelo Mvebe,16,61 kg,178 cm,,-,RSA,DStv Premiership,Stellenbosch FC,"€1,500 p/a",-,30/6/2029,AM (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002180491,Dean Motloung,17,64 kg,180 cm,,-,RSA,DStv Premiership,Sekhukhune Utd,"€1,500 p/a",-,30/6/2029,GK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002147687,Klaas Molete,17,57 kg,167 cm,,-,RSA,DStv Premiership,Cape Town City,"€1,500 p/a",-,30/6/2028,AM (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091388,Thapelo Marabe,18,74 kg,185 cm,,-,RSA,DStv Premiership,Swallows,"€1,500 p/a",-,30/6/2027,M (RL),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002148935,Tshepo Mokwena,17,57 kg,165 cm,,-,RSA,DStv Premiership,Golden Arrows,"€1,500 p/a",-,30/6/2028,M (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
88029093,Lehlohonolo Puputla,17,67 kg,178 cm,,Tight calf,RSA,DStv Premiership,Kaizer Chiefs,"€1,500 p/a",-,30/6/2028,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091203,Brandon Johnson,18,61 kg,170 cm,,-,RSA,DStv Premiership,Baroka,"€1,500 p/a",-,30/6/2027,M (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151188,Itumeleng Johnson,17,74 kg,188 cm,,-,RSA,National First Division,Black Leopards,€900 p/a,-,30/6/2028,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002180303,Khanya Maema,16,57 kg,169 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€1,500 p/a",-,30/6/2029,AM (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091356,Vincent Hlongwane,18,74 kg,190 cm,,-,RSA,DStv Premiership,Stellenbosch FC,"€1,500 p/a",-,30/6/2027,D (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002177061,Nkosinathi Mokomela,16,58 kg,171 cm,,-,RSA,DStv Premiership,Stellenbosch FC,"€1,500 p/a",-,30/6/2029,AM (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002150007,Alex Mohoje,17,67 kg,178 cm,,-,RSA,DStv Premiership,Baroka,"€7,750 p/a",-,30/6/2026,WB (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002178845,Ntando Masuku,16,72 kg,187 cm,,-,RSA,DStv Premiership,AmaZulu,"€1,500 p/a",-,30/6/2029,"D (C), DM",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002180100,Gift Mgcanu,16,58 kg,174 cm,,-,RSA,DStv Premiership,SuperSport Utd,"€1,500 p/a",-,30/6/2029,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002087545,Prince Appollis,19,69 kg,178 cm,,-,RSA,DStv Premiership,Golden Arrows,"€1,500 p/a",-,30/6/2026,M (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000050687,Sandile Tau,18,68 kg,174 cm,,-,RSA,National First Division,Tshakhuma,€425 p/a,-,30/6/2027,DM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002178841,Wang Zhihao,16,67 kg,184 cm,,-,RSA,DStv Premiership,AmaZulu,"€1,500 p/a",-,30/6/2029,GK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002085361,Xolani Ledwaba,18,76 kg,188 cm,,-,RSA,DStv Premiership,Orlando Pirates,"€1,500 p/a",-,30/6/2027,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002089460,James Minnaar,19,69 kg,176 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€1,500 p/a",-,30/6/2026,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091269,Thabo Khutlang,18,72 kg,180 cm,,-,RSA,DStv Premiership,Polokwane City,"€1,500 p/a",-,30/6/2027,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149174,Andile Shelembe,17,70 kg,183 cm,,-,RSA,DStv Premiership,AmaZulu,"€1,500 p/a",-,30/6/2028,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151058,Thapelo Radebe,17,78 kg,190 cm,,-,RSA,National First Division,Magesi FC,€900 p/a,-,30/6/2028,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151106,Puleng Jonas,18,65 kg,178 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€12,500 p/a",-,30/6/2026,AM (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151012,Katleho Monama,18,69 kg,179 cm,,-,RSA,National First Division,Richards Bay,€900 p/a,-,30/6/2028,"DM, M (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000135839,Tshepang Pitso,17,64 kg,174 cm,,-,RSA,National First Division,NB La Masia,€900 p/a,-,30/6/2028,AM (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091340,Mbuso Marumo,18,79 kg,191 cm,,-,RSA,DStv Premiership,Milford FC,€900 p/a,-,30/6/2027,D (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002177731,Siyabonga Fredericks,16,57 kg,171 cm,,-,RSA,DStv Premiership,Cape Town City,"€1,500 p/a",-,30/6/2029,AM (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000146084,Thabiso Siddorn,17,74 kg,185 cm,,-,RSA,DStv Premiership,Sundowns,"€1,500 p/a",-,30/6/2028,M (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151292,Musawenkosi Maphanga,16,66 kg,184 cm,,-,RSA,DStv Premiership,Sundowns,"€1,500 p/a",-,30/6/2029,GK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002151097,Brandon Mpata,17,75 kg,190 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€1,500 p/a",-,30/6/2028,DM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002149999,Lehlohonolo Koetle,17,58 kg,169 cm,,-,RSA,DStv Premiership,Baroka,"€1,500 p/a",-,30/6/2028,AM (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002091267,Philani Meyiwa,18,60 kg,168 cm,,-,RSA,DStv Premiership,Polokwane City,"€1,500 p/a",-,30/6/2027,D (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
